DataSet,Study,Journal,Raptor order,Raptor family,Raptor genus,RaptorScientificName,Raptor common name,Continent,Country,Latitude (decimal degree),Longitude (decimal degree),Riparian/Lake,Woodland/Forest/Rainforest,Orchard/Plantation Forest,Pasture (grazed land),Prairie/Grassland/Meadow,Scrub/Shrub/Heath,Urban,Agriculture,Wetland/Marsh/Floodplain,Desert,Tundra,Coastal/Beach/Island,Season of collection,"Start quarter (1:Dec-Feb, 2: Mar-May, 3: Jun-Aug, 4: Sept-Nov)",End quarter,Pellets,Prey remains,Direct observations,DNA,Stomach/Gullet contents,Photos/ Videos,Num_obs,Notes,Year,PelletNumber,PreyPerPellet,
3174,Drielle Rocha et al 2022,Studies on Neotropical Fauna and Environment,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Brazil,-27.123,-48.65,,,,,,X,X,,,,,X,,1,,X,,,,,,1700,,2017,117,14.53,
3175,Rodel et al 2002,African Journal of Ecology,Strigiformes,Strigidae,Bubo,Bubo capensis,Cape Eagle-owl,Africa,Kenya,-0.145,37.306,,,,,X,X,,,,,,,,,,X,,,,,,43,,1995,,,
3176,Rodel et al 2002,African Journal of Ecology,Strigiformes,Strigidae,Bubo,Bubo capensis,Cape Eagle-owl,Africa,Kenya,-0.145,37.306,,,,,X,X,,,,,,,,,,X,,,,,,86,,1995,,,
3177,Rodel et al 2002,African Journal of Ecology,Strigiformes,Strigidae,Bubo,Bubo capensis,Cape Eagle-owl,Africa,Kenya,-0.145,37.306,,,,,X,X,,,,,,,,,,X,,,,,,67,,1995,,,
3178,Rodel et al 2002,African Journal of Ecology,Strigiformes,Strigidae,Bubo,Bubo capensis,Cape Eagle-owl,Africa,Kenya,-0.145,37.306,,,,,X,X,,,,,,,,,,X,,,,,,111,,1995,,,
3179,Rasoma and Gooman 2007,Journal of Arid Environments,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Africa,Madagascar,-23.55,44.551,,X,,,,X,,,,,,,,2,,X,,,,,,2478,,2001.5,249,9.95,
3180,Rasoma and Gooman 2007,Journal of Arid Environments,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Africa,Madagascar,-23.55,44.551,,X,,,,X,,,,,,,,2,,X,,,,,,547,,2001.5,166,3.3,
3181,Platt et al 2009,Southwest Naturalist,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Belize,18.091,-88.458,,X,,X,,,,X,X,,,,,3,,X,,,,,,148,,2008.5,,,
3182,Prete et al 2012,Rendiconti Lincei. Scienze Fisiche e Naturali,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Italy,42.248,12.503,,X,,,X,,,,,,,,Non-breeding,1,,X,,,,,,111,,2010,43,2.58,
3183,Abu Baker et al 2018,Sandgrouse,Accipitriformes,Acciptridae,Buteo,Buteo rufinus,Long-legged Buzzard,Asia,Jordan,30.733,35.783,,,,,,,,,,X,,,,4,,X,,,,,,56,,2016,34,1.65,
3184,Panter and Amar 2022,Royal Society Open,Accipitriformes,Acciptridae,Accipiter,Accipiter nisus,Eurasian Sparrowhawk,Europe,UK,,,,,,,,,,,,,,,,,,,,,,,X,310,Female,,,,
3185,Panter and Amar 2022,Royal Society Open,Accipitriformes,Acciptridae,Accipiter,Accipiter nisus,Eurasian Sparrowhawk,Europe,UK,,,,,,,,,,,,,,,,,,,,,,,X,356,Male,,,,
3186,Overmann and Topper 2021,Ornithological Science,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Europe,Germany,50.722,7.187,X,X,,,,,X,X,,,,,Breeding,3,,X,X,,,,,51,,2019,,,
3187,Perez-Garcia et al 2020,Birdy Study,Accipitriformes,Acciptridae,Clanga,Clanga clanga,Greater Spotted Eagle,Europe,Spain,38.185,-0.762,X,,X,,,,,X,X,,,,,4,,X,,,,,,39,,2013,26,1.5,
3188,Perez-Garcia et al 2020,Birdy Study,Accipitriformes,Acciptridae,Clanga,Clanga clanga,Greater Spotted Eagle,Europe,Spain,38.185,-0.762,X,,X,,,,,X,X,,,,,4,,,X,,,,,29,,2013,,,
3189,Perez-Garcia et al 2020,Birdy Study,Accipitriformes,Acciptridae,Clanga,Clanga clanga,Greater Spotted Eagle,Europe,Spain,38.185,-0.762,X,,X,,,,,X,X,,,,,4,,,,X,,,,10,,2013,,,
3190,Pande and Dahanukar 2012,Journal of Raptor Research,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Asia,India,18.503,73.832,,,X,,,X,X,,,,,,Breeding,4,,,,X,,,,68,,2005.5,,,
3191,Pande and Dahanukar 2012,Journal of Raptor Research,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Asia,India,18.503,73.832,,,X,,,X,X,,,,,,Breeding,4,,,,X,,,,39,,2005.5,,,
3192,Nabte et al 2008,Journal of Arid Environments,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,-42.453,-64.679,,,,,,X,,,,X,,,Mostly breeding,4,,X,,,,,,3787,,2001.5,589,6.43,
3193,Pavey et al 1994,Emu,Strigiformes,Strigidae,Ninox,Ninox strenua,Powerful Owl,Australia/Oceania,Australia,-27.48,152.952,,X,,,,,,,,,,,Breeding,2,,X,,,,,,209,,1990,60,3.48,
3194,McCafferty and Lurcock 2002,Ibis,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Sandwich Islands,-54.281,-36.51,,,,,,,X,,,,X,X,Breeding,,,X,,,,,,16,,1999,,,
3195,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-34.8193,-57.9874,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,179,Punta Lara,1999.5,,,
3196,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-35.275,-57.259,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,210,Punta Indio,1999.5,,,
3197,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-35.959,-57.465,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,594,Puesto El Platano,1999.5,,,
3198,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-36.994,-57.145,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,491,Gral. Madariaga,1999.5,,,
3199,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-38.399,-58.668,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,364,Pieres,1999.5,,,
3200,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-38.435,-58.22,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,310,Centinela del Mar,1999.5,,,
3201,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-38.712,-60.247,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,330,Lin Calel,1999.5,,,
3202,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-39,-61.619,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,192,Balneario Pehuenoco,1999.5,,,
3203,Leveau et al 2006,Ornithologica Neotropical,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-39.438,-62.096,,,,,X,,X,X,,,,,Breeding,,,X,,,,,,584,Puesto El Chara,1999.5,,,
3204,Akhlamad et al 2023,Journal of Wildlife and Biodiversity,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Asia,Iran,35.901,58.78,,,,,X,X,,,,X,,,Year round,,,X,,,,,,274,,2019.5,402,0.68,
3205,Marti and Kochert 1996,Journal of Field Ornithology,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,43.263,-116.391,X,,,,X,X,,X,,X,,,Breeding,2,,X,,,,,,1472,,1981,,,
3206,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.116667,19.316667,,,,,,,,,,,,,,1,,X,,,,,,66,app 16 2,1977,,,
3207,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.116667,19.316667,,,,,,,,,,,,,,4,,X,,,,,,404,app 16 1,1978,,,
3208,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.116667,19.316667,,,,,,,,,,,,,,1,,X,,,,,,583,app 16 3,1978,,,
3209,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.116667,19.316667,,,,,,,,,,,,,,1,,X,,,,,,257,app 16 4,1989,,,
3210,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.116667,19.316667,,,,,,,,,,,,,,3,,X,,,,,,155,app 16 5,2005,,,
3211,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.166667,19.3333,,,,,,,,,,,,,,2,,X,,,,,,47,app 16 8,1994,,,
3212,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.15,19.35,,,,,,,,,,,,,,3,,X,,,,,,25,app 16 9,1996,,,
3213,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.166667,19.183333,,,,,,,,,,,,,,3,,X,,,,,,70,app 16 10,1996,,,
3214,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.116667,19.383333,,,,,,,,,,,,,,2,,X,,,,,,49,app 16 6,1996,,,
3215,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.15,19.433333,,,,,,,,,,,,,,4,,X,,,,,,34,app 16 7,1991,,,
3216,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.983333,19.3,,,,,,,,,,,,,,"3, 4",,X,,,,,,182,app 17 3,1995.5,,,
3217,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,49.016667,19.5833,,,,,,,,,,,,,,2,,X,,,,,,219,app 17 2,1994.5,,,
3218,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.33333,20.416667,,,,,,,,,,,,,,4,,X,,,,,,59,app 18 1,1980,,,
3219,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.9,20.433333,,,,,,,,,,,,,,3,,X,,,,,,3235,app 18 2,1990,,,
3220,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.9,20.433333,,,,,,,,,,,,,,4,,X,,,,,,325,app 18 3,1994,,,
3221,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.9,20.433333,,,,,,,,,,,,,,3,,X,,,,,,522,app 18 4,2001,,,
3222,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.9,20.433333,,,,,,,,,,,,,,3,,X,,,,,,113,app 18 5,2005,,,
3223,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.866667,20.3,,,,,,,,,,,,,,3,,X,,,,,,264,app 18 6,1990,,,
3224,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.866667,20.316667,,,,,,,,,,,,,,3,,X,,,,,,162,app 18 7,1990,,,
3225,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.766667,19.93333,,,,,,,,,,,,,,3,,X,,,,,,720,app 21 1,,,,
3226,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.8,20.1,,,,,,,,,,,,,,4,,X,,,,,,161,app 21 3,,,,
3227,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.766667,19.93333,,,,,,,,,,,,,,4,,X,,,,,,185,app 21 6,,,,
3228,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.783333,19.93333,,,,,,,,,,,,,,4,,X,,,,,,233,app 21 2,,,,
3229,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.816667,20.16667,,,,,,,,,,,,,,4,,X,,,,,,264,app 21 4,,,,
3230,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,19.866667,,,,,,,,,,,,,,4,,X,,,,,,173,app 21 5,,,,
3231,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,3,,X,,,,,,440,app 22 1,1979,,,
3232,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,707,app 22 2,1980,,,
3233,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,227,app 22 3,1981,,,
3234,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,133,app 22 4,1982,,,
3235,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,115,app 22 5,1983,,,
3236,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,449,app 22 6,1987,,,
3237,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,3,,X,,,,,,827,app 22 7,1991,,,
3238,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,207,app 22 8,1994,,,
3239,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,405,app 22 9,1995,,,
3240,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,273,app 22 10,1996,,,
3241,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,130,app 22 11,1998,,,
3242,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,153,app 22 12,2000,,,
3243,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,3,,X,,,,,,173,app 22 13,2003,,,
3244,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,140,app 22 14,2005,,,
3245,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,3,,X,,,,,,310,app 22 15,2005,,,
3246,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,360,app 22 16,2006,,,
3247,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,162,app 22 17,2007,,,
3248,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,342,app 22 18,2008,,,
3249,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,1,,X,,,,,,544,app 22 19,2009,,,
3250,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.716667,19.983333,,,,,,,,,,,,,,4,,X,,,,,,439,app 22 20,2010,,,
3251,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,2,,X,,,,,,81,app 23 1,1979,,,
3252,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,4,,X,,,,,,126,app 23 2,1980,,,
3253,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,4,,X,,,,,,48,app 23 3,1981,,,
3254,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,4,,X,,,,,,97,app 23 4,1982,,,
3255,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,4,,X,,,,,,160,app 23 5,1983,,,
3256,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,4,,X,,,,,,175,app 23 6,1987,,,
3257,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,3,,X,,,,,,58,app 23 7,1991,,,
3258,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,4,,X,,,,,,121,app 23 8,2000,,,
3259,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,2,,X,,,,,,16,app 23 9,2002,,,
3260,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,3,,X,,,,,,104,app 23 10,2003,,,
3261,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.7,19.95,,,,,,,,,,,,,,3,,X,,,,,,441,app 23 11,2005,,,
3262,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.725,20.008333,,,,,,,,,,,,,,2,,X,,,,,,276,app 24 1,1979,,,
3263,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.725,20.008333,,,,,,,,,,,,,,3,,X,,,,,,119,app 24 2,1992,,,
3264,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.725,20.008333,,,,,,,,,,,,,,3,,X,,,,,,192,app 24 3,2000,,,
3265,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.725,20.008333,,,,,,,,,,,,,,3,,X,,,,,,77,app 24 4,2002,,,
3266,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.725,20.008333,,,,,,,,,,,,,,3,,X,,,,,,156,app 24 5,2003,,,
3267,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.725,20.008333,,,,,,,,,,,,,,3,,X,,,,,,144,app 24 6,2005,,,
3268,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,1,,X,,,,,,432,app 25 1,2010,,,
3269,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,,,X,,,,,,121,app 25 2,,,,
3270,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,2,,X,,,,,,171,app 25 3,1979,,,
3271,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,4,,X,,,,,,33,app 25 4,1983,,,
3272,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,2,,X,,,,,,252,app 25 5,1996,,,
3273,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,3,,X,,,,,,249,app 25 6,2001,,,
3274,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,3,,X,,,,,,71,app 25 7,2003,,,
3275,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,3,,X,,,,,,122,app 25 8,2005,,,
3276,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,,,x,,,,,,1296,app 26 1,,,,
3277,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,4,,x,,,,,,145,app 26 2,1979,,,
3278,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,4,,x,,,,,,601,app 26 3,1981,,,
3279,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,4,,x,,,,,,324,app 26 4,1982,,,
3280,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,4,,x,,,,,,90,app 26 5,1983,,,
3281,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,3,,x,,,,,,508,app 26 6,1990,,,
3282,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,3,,x,,,,,,224,app 26 7,1991,,,
3283,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,2,,x,,,,,,117,app 26 8,1996,,,
3284,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,2,,x,,,,,,107,app 26 9,2002,,,
3285,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,3,,x,,,,,,77,app 26 10,2003,,,
3286,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.75,20.016667,,,,,,,,,,,,,,2,,x,,,,,,130,app 26 11,2005,,,
3287,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.516667,16.95,,,,,,,,,,,,,,3,,x,,,,,,390,tab 13 3,1993,,,
3288,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.233333,17.2166667,,,,,,,,,,,,,,"1,3",,x,,,,,,168,tab 13 5,1998.666667,,,
3289,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.483333,22.13333,,,,,,,,,,,,,,"2,4",,x,,,,,,630,tab 13 6,1999.666667,,,
3290,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.35,16.85,,,,,,,,,,,,,,3,,x,,,,,,95,tab 13 4,1998,,,
3291,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.766667,16.866667,,,,,,,,,,,,,,2,,x,,,,,,35,tab 13 1,1998,,,
3292,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Slovakia,48.4,22.15,,,,,,,,,,,,,,2.4,,x,,,,,,1066,tab 13 8,1999.5,,,
3293,Obuch 2011,Slovak Raptor Journal,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,Czech Republic,48.666667,16.933333,,,,,,,,,,,,,,3,,x,,,,,,62,tab 13 2,1993,,,
