"DataSet","lat","lon","subbiome","biome","ecozone","subbiome_n","biome_n","ecozone_n"
3287,48.516667,16.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3288,48.233333,17.2166667,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3289,48.483333,22.13333,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3290,48.35,16.85,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3291,48.766667,16.866667,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3292,48.4,22.15,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3293,48.666667,16.933333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3294,48.466667,22.1,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3295,48.116667,19.483333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3296,49.991667,18.9,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3297,48.0583335,17.3966665,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3298,48.7883334,19.3009999,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3299,49.133333,18.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3300,48.7883334,19.3009999,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3301,48.6416665,21.875,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3302,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3303,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3304,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3305,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3306,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3307,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3308,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3309,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3310,48.95,18.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3311,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3312,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3313,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3314,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3315,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3316,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3317,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3318,48.916667,18.88333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3319,49.083333,19.016667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3320,49.083333,19.016667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3321,49.083333,19.016667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3322,49.083333,19.016667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3323,49.083333,19.016667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3324,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3325,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3326,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3327,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3328,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3329,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3330,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3331,48.733333,19.1333333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3332,49.07948366,15.43276067,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3333,48.84473463,15.92028073,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3334,49.30773223,16.69970557,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3335,49.83308362,17.50004302,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3336,49.18305156,17.80126461,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3337,48.82944368,16.67196854,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3338,48.73138615,14.12181514,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3339,48.89630449,14.85758651,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3340,44.333333,15.483333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3341,45.6666667,14.966667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3342,39.95,16.183333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3343,43.23333,19.016667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3344,41.933333,24.25124925,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3345,45.95,6.65,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3346,46.55,22.666667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3347,46.55,22.666667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3348,46.916667,22.53333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3349,46.916667,22.53333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3350,46.533333,22.566667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3351,46.933333,22.55,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3352,44.6,46.933333,NA,NA,NA,NA,NA,NA
3353,45.51666667,25.283333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3354,45.15,29.316667,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
3355,44.5,34.1,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3356,44.516667,3.966667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3357,43.516667,43.1833333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3358,43.633333,40.133333,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3359,33.116667,35.56667,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3360,32.316667,35.7166667,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3361,34.25,36,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3362,34.25,36.05,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3363,35.8,36.083333,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3364,35.6,36.083333,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3365,36.116667,35.93333,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3366,36.5,36.233333,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3367,37.916667,68.8,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3368,40.6,31.283333,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3369,34.888,33.005,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3370,34.683333,48.85,"7a",7,"CA","7a. Cold deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
3371,36.816667,50.66667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3372,36.6667,54.066667,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3373,33.6,47.2,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3374,34.166667,43.366667,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
3375,29.783333,51.583333,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3376,28.933333,52.53333,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3377,39.833,70.916667,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3378,41.316667,72.9333,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
3379,27.116667,87.4,"4c",4,"BA","4c.Tropical montane cloud lauroid and conifer evergreen forest","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3380,31.71579683,35.15709778,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3381,31.71579683,35.15709778,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3382,42.52095799,2.746862482,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3383,43.28696598,-1.237523096,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3384,38.86051592,-6.105562309,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3385,38.86051592,-6.105562309,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3386,-22.25545697,-47.83092839,"8b",8,"DA","8b. Tropical pluviseasonal forests and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3387,39.48288477,22.68426236,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3388,39.48288477,22.68426236,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3389,48.68347778,18.0909563,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3390,48.92158876,18.57409951,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3391,48.88075511,18.53252047,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3392,48.76515449,18.69086649,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3393,48.93585222,18.6532864,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3394,49.29943897,19.73732584,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3395,48.78442111,20.98472273,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3396,48.70841442,20.77920756,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3397,48.80530338,20.66817914,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3398,37.29643736,-115.1758769,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
3399,35.95909588,-91.11822501,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3400,35.95909588,-91.11822501,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3401,35.95909588,-91.11822501,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3402,36.51142655,30.29673398,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3403,36.51142655,30.29673398,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3404,-26.90007811,-65.68251829,"8a",8,"DA","8a. Tropical xeric shrublands and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3405,-26.90007811,-65.68251829,"8a",8,"DA","8a. Tropical xeric shrublands and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3406,-26.90007811,-65.68251829,"8a",8,"DA","8a. Tropical xeric shrublands and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3407,-26.90007811,-65.68251829,"8a",8,"DA","8a. Tropical xeric shrublands and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3408,45.98639978,14.45187411,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
3409,37.72534788,-8.107441105,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3410,37.72534788,-8.107441105,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3411,36.42797865,6.701049509,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3412,-13.79357647,134.2411268,"8b",8,"DA","8b. Tropical pluviseasonal forests and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3413,-35.48924965,149.2817645,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3414,-35.48924965,149.2817645,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3415,-35.32351178,148.9507991,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3416,-35.32351178,148.9507991,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3417,-35.29388055,148.9595634,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3418,-35.29388055,148.9595634,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3419,27.25000799,-81.30029353,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
3420,27.25000799,-81.30029353,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
3421,-19.01034036,-48.21429762,"8b",8,"DA","8b. Tropical pluviseasonal forests and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3422,-34.27245796,-68.6626741,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3423,-35.15271037,-69.86060704,"1c",1,"AA","1c. Tundras of the tropical mountains in cryoro belt","1. Biome of the tundra","AA. Polar and boreal ecozone"
3424,-40.83772901,-65.12553867,NA,NA,NA,NA,NA,NA
3425,-42.35888019,-67.02927914,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3426,-42.89091068,-71.18586683,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3427,-43.70624956,-70.82363787,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3428,-45.73353771,-67.48254818,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3429,-47.85202073,-72.21932049,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3430,-0.616703131,-90.35150017,"8a",8,"DA","8a. Tropical xeric shrublands and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3431,-0.616703131,-90.35150017,"8a",8,"DA","8a. Tropical xeric shrublands and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3432,-0.616703131,-90.35150017,"8a",8,"DA","8a. Tropical xeric shrublands and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
3433,-37.9307682,144.5546461,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3434,34.91701533,33.40052576,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3435,34.99540061,33.12893062,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3436,34.89695049,33.23355917,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3437,35.01798578,33.58998884,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3438,34.84585212,32.79548362,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3439,34.91419105,32.94612767,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3440,34.91419105,32.94612767,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3441,2.199390661,102.6974329,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
3442,5.673137273,-7.050368022,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
3443,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3444,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3445,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3446,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3447,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3448,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3449,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3450,-33.14,26.19,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
3451,-39.19676563,-70.50421134,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3452,-39.19676563,-70.50421134,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
3453,-39.19676563,-70.50421134,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
